chart_name,date,rank,title,artist
hot-100,1958-09-01,32,Itchy Twitchy Feeling,Bobby Hendricks
hot-100,1958-09-01,33,Early In The Morning,The Rinky-Dinks
hot-100,1958-09-01,34,A Certain Smile,Johnny Mathis
hot-100,1958-09-01,35,One Summer Night,The Danleers
hot-100,1958-09-01,36,Early In The Morning,Buddy Holly
hot-100,1958-09-01,37,Yakety Yak,The Coasters
hot-100,1958-09-01,38,Lazy Summer Night,The Four Preps
hot-100,1958-09-01,39,She Was Only Seventeen (He Was One Year More),Marty Robbins
hot-100,1958-09-01,40,Chantilly Lace,Big Bopper
hot-100,1958-09-01,41,Win Your Love For Me,Sam Cooke
hot-100,1958-09-01,42,Think It Over,The Crickets
hot-100,1958-09-01,43,Down The Aisle Of Love,The Quin-Tones
hot-100,1958-09-01,44,Betty Lou Got A New Pair Of Shoes,Bobby Freeman
hot-100,1958-09-01,45,The Wizard,Jimmie Rodgers
hot-100,1958-09-01,46,Come Closer To Me (Acercate Mas),Nat King Cole
hot-100,1958-09-01,47,Over And Over,Bobby Day
hot-100,1958-09-01,48,For Your Precious Love,Jerry Butler and The Impressions
hot-100,1958-09-01,49,Put A Ring On My Finger,Les Paul And Mary Ford
hot-100,1958-09-01,50,How The Time Flies,Jerry Wallace
hot-100,1958-09-01,51,What Am I Living For,Chuck Willis
hot-100,1958-09-01,52,Blue Blue Day,Don Gibson
hot-100,1958-09-01,53,Ramrod,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1958-09-01,54,Guess Things Happen That Way,Johnny Cash And The Tennessee Two
hot-100,1958-09-01,55,Near You,Roger Williams
hot-100,1958-09-01,56,Carol,Chuck Berry
hot-100,1958-09-01,57,"Summertime, Summertime",The Jamies
hot-100,1958-09-01,58,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two
hot-100,1958-09-01,59,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids
hot-100,1958-09-01,60,The Green Mosquito,The Tune Rockers
hot-100,1958-09-01,61,Kathy-O,The Diamonds
hot-100,1958-09-01,62,Dance Everyone Dance,Betty Madigan
hot-100,1958-09-01,63,Cerveza,Boots Brown And His Blockbusters
hot-100,1958-09-01,64,Gotta Have Rain,Eydie Gorme
hot-100,1958-09-01,65,My Life,Chuck Willis
hot-100,1958-09-01,66,Fire Of Love,Jody Reynolds
hot-100,1958-09-01,67,Chariot Rock,The Champs
hot-100,1958-09-01,68,When Will I Know,George Hamilton IV
hot-100,1958-09-01,69,You Cheated,The Shields
hot-100,1958-09-01,70,Don't Ask Me Why,Elvis Presley With The Jordanaires
hot-100,1958-09-01,71,Enchanted Island,The Four Lads
hot-100,1958-09-01,72,City Lights,Ray Price
hot-100,1958-09-01,73,Count Every Star,The Rivieras
hot-100,1958-09-01,74,Tea For Two Cha Cha,The Tommy Dorsey Orchestra
hot-100,1958-09-01,75,Do You Want To Dance,Bobby Freeman
hot-100,1958-09-01,76,The Freeze,Tony And Joe
hot-100,1958-09-01,77,Where The Blue Of The Night,Tommy Mara
hot-100,1958-09-01,78,Little Brass Band,David Seville
hot-100,1958-09-01,79,"Promise Me, Love",Andy Williams
hot-100,1958-09-01,80,"Volare (Nel Blu, Dipinto Di Blu)",The McGuire Sisters
hot-100,1958-09-01,81,Topsy II,Cozy Cole
hot-100,1958-09-01,82,Devotion,Janice Harper
hot-100,1958-09-01,83,Strange Are The Ways Of Love,Gogi Grant
hot-100,1958-09-01,84,No One Knows,Dion & The Belmonts
hot-100,1958-09-01,85,Please Don't Do It,Dale Wright And The Wright Guys With the Dons
hot-100,1958-09-01,86,Treasure Of Your Love,Eileen Rodgers
hot-100,1958-09-01,87,That's How Much I Love You,Pat Boone
hot-100,1958-09-01,88,Angel Baby,Dean Martin
hot-100,1958-09-01,89,Leroy,Jack Scott
hot-100,1958-09-01,90,Prisoner's Song,Warren Storm
hot-100,1958-09-01,91,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker
hot-100,1958-09-01,92,Endless Sleep,Jody Reynolds
hot-100,1958-09-01,93,Over The Weekend,The Playboys
hot-100,1958-09-01,94,Blue Ribbon Baby,Tommy Sands And The Raiders
hot-100,1958-09-01,95,Old MacDonald,The Chargers
hot-100,1958-09-01,96,Week End,The Kingsmen
hot-100,1958-09-01,97,Up Until Now,Johnnie Ray
hot-100,1958-09-01,98,La-Do-Dada,Dale Hawkins
hot-100,1958-09-01,99,Pickle Up A Doodle,Teresa Brewer
hot-100,1958-09-01,100,Big Daddy,Jill Corey
hot-100,1958-09-08,1,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno
hot-100,1958-09-08,2,Little Star,The Elegants
hot-100,1958-09-08,3,Bird Dog,The Everly Brothers
hot-100,1958-09-08,4,Just A Dream,Jimmy Clanton And His Rockets
hot-100,1958-09-08,5,Patricia,Perez Prado And His Orchestra
hot-100,1958-09-08,6,Poor Little Fool,Ricky Nelson
hot-100,1958-09-08,7,My True Love,Jack Scott
hot-100,1958-09-08,8,Rock-in Robin,Bobby Day
hot-100,1958-09-08,9,Ginger Bread,Frankie Avalon
hot-100,1958-09-08,10,Western Movies,The Olympics
hot-100,1958-09-08,11,It's All In The Game,Tommy Edwards
hot-100,1958-09-08,12,Fever,Peggy Lee
hot-100,1958-09-08,13,Tears On My Pillow,Little Anthony And The Imperials
hot-100,1958-09-08,14,Born Too Late,Poni-Tails
hot-100,1958-09-08,15,Volare (Nel Blu Dipinto Di Blu),Dean Martin
hot-100,1958-09-08,16,Are You Really Mine,Jimmie Rodgers
hot-100,1958-09-08,17,Willie And The Hand Jive,The Johnny Otis Show
hot-100,1958-09-08,18,Everybody Loves A Lover,Doris Day
hot-100,1958-09-08,19,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1958-09-08,20,Stupid Cupid,Connie Francis
hot-100,1958-09-08,21,When,Kalin Twins
hot-100,1958-09-08,22,Devoted To You,The Everly Brothers
hot-100,1958-09-08,23,Down The Aisle Of Love,The Quin-Tones
hot-100,1958-09-08,24,If Dreams Came True,Pat Boone
hot-100,1958-09-08,25,Near You,Roger Williams
hot-100,1958-09-08,26,La Paloma,Billy Vaughn And His Orchestra
hot-100,1958-09-08,27,Lazy Summer Night,The Four Preps
hot-100,1958-09-08,28,Susie Darlin',Robin Luke
hot-100,1958-09-08,29,Moon Talk,Perry Como
hot-100,1958-09-08,30,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two
hot-100,1958-09-08,31,Summertime Blues,Eddie Cochran
hot-100,1958-09-08,32,One Summer Night,The Danleers
hot-100,1958-09-08,33,Somebody Touched Me,Buddy Knox with the Rhythm Orchids
hot-100,1958-09-08,34,Chantilly Lace,Big Bopper
hot-100,1958-09-08,35,Win Your Love For Me,Sam Cooke
hot-100,1958-09-08,36,Itchy Twitchy Feeling,Bobby Hendricks
hot-100,1958-09-08,37,A Certain Smile,Johnny Mathis
hot-100,1958-09-08,38,Early In The Morning,The Rinky-Dinks
hot-100,1958-09-08,39,She Was Only Seventeen (He Was One Year More),Marty Robbins
hot-100,1958-09-08,40,Put A Ring On My Finger,Les Paul And Mary Ford
hot-100,1958-09-08,41,Come Closer To Me (Acercate Mas),Nat King Cole
hot-100,1958-09-08,42,Dance Everyone Dance,Betty Madigan
hot-100,1958-09-08,43,No One Knows,Dion & The Belmonts
hot-100,1958-09-08,44,Tea For Two Cha Cha,The Tommy Dorsey Orchestra
hot-100,1958-09-08,45,Splish Splash,Bobby Darin
hot-100,1958-09-08,46,You Cheated,The Shields
hot-100,1958-09-08,47,Early In The Morning,Buddy Holly
hot-100,1958-09-08,48,"Summertime, Summertime",The Jamies
hot-100,1958-09-08,49,Blue Blue Day,Don Gibson
hot-100,1958-09-08,50,Betty Lou Got A New Pair Of Shoes,Bobby Freeman
hot-100,1958-09-08,51,Ramrod,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1958-09-08,52,Carol,Chuck Berry
hot-100,1958-09-08,53,Over And Over,Bobby Day
hot-100,1958-09-08,54,The Wizard,Jimmie Rodgers
hot-100,1958-09-08,55,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page
hot-100,1958-09-08,56,Hard Headed Woman,Elvis Presley With The Jordanaires
hot-100,1958-09-08,57,Guess Things Happen That Way,Johnny Cash And The Tennessee Two
hot-100,1958-09-08,58,How The Time Flies,Jerry Wallace
hot-100,1958-09-08,59,The Green Mosquito,The Tune Rockers
hot-100,1958-09-08,60,Think It Over,The Crickets
hot-100,1958-09-08,61,My Life,Chuck Willis
hot-100,1958-09-08,62,Cerveza,Boots Brown And His Blockbusters
hot-100,1958-09-08,63,Gotta Have Rain,Eydie Gorme
hot-100,1958-09-08,64,Enchanted Island,The Four Lads
hot-100,1958-09-08,65,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids
hot-100,1958-09-08,66,Topsy II,Cozy Cole
hot-100,1958-09-08,67,Chariot Rock,The Champs
hot-100,1958-09-08,68,"Promise Me, Love",Andy Williams
hot-100,1958-09-08,69,Treasure Of Your Love,Eileen Rodgers
hot-100,1958-09-08,70,La-Do-Dada,Dale Hawkins
hot-100,1958-09-08,71,City Lights,Ray Price
hot-100,1958-09-08,72,Your Cheatin' Heart,George Hamilton IV
hot-100,1958-09-08,73,What Am I Living For,Chuck Willis
hot-100,1958-09-08,74,Yakety Yak,The Coasters
hot-100,1958-09-08,75,When Will I Know,George Hamilton IV
hot-100,1958-09-08,76,Where The Blue Of The Night,Tommy Mara
hot-100,1958-09-08,77,Please Don't Do It,Dale Wright And The Wright Guys With the Dons
hot-100,1958-09-08,78,Blue Boy,Jim Reeves
hot-100,1958-09-08,79,Alone With You,Faron Young
hot-100,1958-09-08,80,Kathy-O,The Diamonds
hot-100,1958-09-08,81,Up Until Now,Johnnie Ray
hot-100,1958-09-08,82,Count Every Star,The Rivieras
hot-100,1958-09-08,83,Strange Are The Ways Of Love,Gogi Grant
hot-100,1958-09-08,84,Week End,The Kingsmen
hot-100,1958-09-08,85,I'll Make It All Up To You,Jerry Lee Lewis And His Pumping Piano
hot-100,1958-09-08,86,That's How Much I Love You,Pat Boone
hot-100,1958-09-08,87,Over The Weekend,The Playboys
hot-100,1958-09-08,88,Firefly,Tony Bennett
hot-100,1958-09-08,89,Blue Ribbon Baby,Tommy Sands And The Raiders
hot-100,1958-09-08,90,Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker
hot-100,1958-09-08,91,You're A Sweetheart,Little Willie John
hot-100,1958-09-08,92,Invitation To The Blues,Ray Price
hot-100,1958-09-08,93,Guess I've Been Around Too Long,Carl Smith
hot-100,1958-09-08,94,Yes I Want You,Ivory Joe Hunter
hot-100,1958-09-08,95,The Ballad Of Thunder Road,Robert Mitchum
hot-100,1958-09-08,96,My Lucky Love,Doug Franklin With The Bluenotes
hot-100,1958-09-08,97,Endless Sleep,Jody Reynolds
hot-100,1958-09-08,98,Leroy,Jack Scott
hot-100,1958-09-08,99,Angel Baby,Dean Martin
hot-100,1958-09-08,100,The Freeze,Tony And Joe
hot-100,1958-09-15,1,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno
hot-100,1958-09-15,2,Bird Dog,The Everly Brothers
hot-100,1958-09-15,3,Little Star,The Elegants
hot-100,1958-09-15,4,It's All In The Game,Tommy Edwards
hot-100,1958-09-15,5,Just A Dream,Jimmy Clanton And His Rockets
hot-100,1958-09-15,6,Rock-in Robin,Bobby Day
hot-100,1958-09-15,7,Born Too Late,Poni-Tails
hot-100,1958-09-15,8,Western Movies,The Olympics
hot-100,1958-09-15,9,Tears On My Pillow,Little Anthony And The Imperials
hot-100,1958-09-15,10,Susie Darlin',Robin Luke
hot-100,1958-09-15,11,Patricia,Perez Prado And His Orchestra
hot-100,1958-09-15,12,My True Love,Jack Scott
hot-100,1958-09-15,13,Poor Little Fool,Ricky Nelson
hot-100,1958-09-15,14,Devoted To You,The Everly Brothers
hot-100,1958-09-15,15,Are You Really Mine,Jimmie Rodgers
hot-100,1958-09-15,16,Summertime Blues,Eddie Cochran
hot-100,1958-09-15,17,Ginger Bread,Frankie Avalon
hot-100,1958-09-15,18,Stupid Cupid,Connie Francis
hot-100,1958-09-15,19,Everybody Loves A Lover,Doris Day
hot-100,1958-09-15,20,Down The Aisle Of Love,The Quin-Tones
hot-100,1958-09-15,21,Volare (Nel Blu Dipinto Di Blu),Dean Martin
hot-100,1958-09-15,22,Fever,Peggy Lee
hot-100,1958-09-15,23,Lazy Summer Night,The Four Preps
hot-100,1958-09-15,24,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two
hot-100,1958-09-15,25,How The Time Flies,Jerry Wallace
hot-100,1958-09-15,26,Near You,Roger Williams
hot-100,1958-09-15,27,She Was Only Seventeen (He Was One Year More),Marty Robbins
hot-100,1958-09-15,28,Ramrod,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1958-09-15,29,Carol,Chuck Berry
hot-100,1958-09-15,30,"Summertime, Summertime",The Jamies
hot-100,1958-09-15,31,Tea For Two Cha Cha,The Tommy Dorsey Orchestra
hot-100,1958-09-15,32,Willie And The Hand Jive,The Johnny Otis Show
hot-100,1958-09-15,33,You Cheated,The Shields
hot-100,1958-09-15,34,Dance Everyone Dance,Betty Madigan
hot-100,1958-09-15,35,Chantilly Lace,Big Bopper
hot-100,1958-09-15,36,Somebody Touched Me,Buddy Knox with the Rhythm Orchids
hot-100,1958-09-15,37,No One Knows,Dion & The Belmonts
hot-100,1958-09-15,38,Put A Ring On My Finger,Les Paul And Mary Ford
hot-100,1958-09-15,39,Win Your Love For Me,Sam Cooke
hot-100,1958-09-15,40,When,Kalin Twins
hot-100,1958-09-15,41,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1958-09-15,42,La Paloma,Billy Vaughn And His Orchestra
hot-100,1958-09-15,43,One Summer Night,The Danleers
hot-100,1958-09-15,44,Firefly,Tony Bennett
hot-100,1958-09-15,45,The Wizard,Jimmie Rodgers
hot-100,1958-09-15,46,Moon Talk,Perry Como
hot-100,1958-09-15,47,Itchy Twitchy Feeling,Bobby Hendricks
hot-100,1958-09-15,48,The Green Mosquito,The Tune Rockers
hot-100,1958-09-15,49,"Promise Me, Love",Andy Williams
hot-100,1958-09-15,50,Topsy II,Cozy Cole
hot-100,1958-09-15,51,Come Closer To Me (Acercate Mas),Nat King Cole
hot-100,1958-09-15,52,Early In The Morning,Buddy Holly
hot-100,1958-09-15,53,A Certain Smile,Johnny Mathis
hot-100,1958-09-15,54,Treasure Of Your Love,Eileen Rodgers
hot-100,1958-09-15,55,If Dreams Came True,Pat Boone
hot-100,1958-09-15,56,My Life,Chuck Willis
hot-100,1958-09-15,57,Betty Lou Got A New Pair Of Shoes,Bobby Freeman
hot-100,1958-09-15,58,Splish Splash,Bobby Darin
hot-100,1958-09-15,59,Ten Commandments Of Love,Harvey & The Moonglows
hot-100,1958-09-15,60,Over And Over,Bobby Day
hot-100,1958-09-15,61,There Goes My Heart,Joni James
hot-100,1958-09-15,62,Over The Weekend,The Playboys
hot-100,1958-09-15,63,La-Do-Dada,Dale Hawkins
hot-100,1958-09-15,64,Blue Blue Day,Don Gibson
hot-100,1958-09-15,65,It's Only Make Believe,Conway Twitty
hot-100,1958-09-15,66,Cerveza,Boots Brown And His Blockbusters
hot-100,1958-09-15,67,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids
hot-100,1958-09-15,68,Think It Over,The Crickets
hot-100,1958-09-15,69,Early In The Morning,The Rinky-Dinks
hot-100,1958-09-15,70,The Secret,Gordon MacRae
hot-100,1958-09-15,71,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page
hot-100,1958-09-15,72,Baby Face,Little Richard
hot-100,1958-09-15,73,Break-Up,Jerry Lee Lewis And His Pumping Piano
hot-100,1958-09-15,74,Blue Ribbon Baby,Tommy Sands And The Raiders
hot-100,1958-09-15,75,My Lucky Love,Doug Franklin With The Bluenotes
hot-100,1958-09-15,76,Mexican Hat Rock,The Applejacks
hot-100,1958-09-15,77,Count Every Star,The Rivieras
hot-100,1958-09-15,78,Hard Headed Woman,Elvis Presley With The Jordanaires
hot-100,1958-09-15,79,Where The Blue Of The Night,Tommy Mara
hot-100,1958-09-15,80,Chariot Rock,The Champs
hot-100,1958-09-15,81,You Cheated,The Slades
hot-100,1958-09-15,82,Fire Of Love,Jody Reynolds
hot-100,1958-09-15,83,Alone With You,Faron Young
hot-100,1958-09-15,84,Big Brown Eyes,The Redjacks
hot-100,1958-09-15,85,Gas Money,Jan & Arnie
hot-100,1958-09-15,86,Week End,The Kingsmen
hot-100,1958-09-15,87,The End,Earl Grant
hot-100,1958-09-15,88,The Ballad Of Thunder Road,Robert Mitchum
hot-100,1958-09-15,89,Blue Boy,Jim Reeves
hot-100,1958-09-15,90,Yakety Yak,The Coasters
hot-100,1958-09-15,91,Guess Things Happen That Way,Johnny Cash And The Tennessee Two
hot-100,1958-09-15,92,Topsy I,Cozy Cole
hot-100,1958-09-15,93,Please Don't Do It,Dale Wright And The Wright Guys With the Dons
hot-100,1958-09-15,94,What Am I Living For,Chuck Willis
hot-100,1958-09-15,95,Kathy-O,The Diamonds
hot-100,1958-09-15,96,Up Until Now,Johnnie Ray
hot-100,1958-09-15,97,Gotta Have Rain,Eydie Gorme
hot-100,1958-09-15,98,I Wish,The Platters
hot-100,1958-09-15,99,Your Cheatin' Heart,George Hamilton IV
hot-100,1958-09-15,100,Enchanted Island,The Four Lads
hot-100,1958-09-22,1,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno
hot-100,1958-09-22,2,Bird Dog,The Everly Brothers
hot-100,1958-09-22,3,It's All In The Game,Tommy Edwards
hot-100,1958-09-22,4,Little Star,The Elegants
hot-100,1958-09-22,5,Rock-in Robin,Bobby Day
hot-100,1958-09-22,6,Just A Dream,Jimmy Clanton And His Rockets
hot-100,1958-09-22,7,Tears On My Pillow,Little Anthony And The Imperials
hot-100,1958-09-22,8,Susie Darlin',Robin Luke
hot-100,1958-09-22,9,Born Too Late,Poni-Tails
hot-100,1958-09-22,10,Devoted To You,The Everly Brothers
hot-100,1958-09-22,11,Summertime Blues,Eddie Cochran
hot-100,1958-09-22,12,Near You,Roger Williams
hot-100,1958-09-22,13,My True Love,Jack Scott
hot-100,1958-09-22,14,How The Time Flies,Jerry Wallace
hot-100,1958-09-22,15,Patricia,Perez Prado And His Orchestra
hot-100,1958-09-22,16,Western Movies,The Olympics
hot-100,1958-09-22,17,Stupid Cupid,Connie Francis
hot-100,1958-09-22,18,Everybody Loves A Lover,Doris Day
hot-100,1958-09-22,19,Poor Little Fool,Ricky Nelson
hot-100,1958-09-22,20,Tea For Two Cha Cha,The Tommy Dorsey Orchestra
hot-100,1958-09-22,21,Lazy Summer Night,The Four Preps
hot-100,1958-09-22,22,Down The Aisle Of Love,The Quin-Tones
hot-100,1958-09-22,23,Carol,Chuck Berry
hot-100,1958-09-22,24,Are You Really Mine,Jimmie Rodgers
hot-100,1958-09-22,25,The Ways Of A Woman In Love,Johnny Cash And The Tennessee Two
hot-100,1958-09-22,26,"Summertime, Summertime",The Jamies
hot-100,1958-09-22,27,Ginger Bread,Frankie Avalon
hot-100,1958-09-22,28,No One Knows,Dion & The Belmonts
hot-100,1958-09-22,29,Volare (Nel Blu Dipinto Di Blu),Dean Martin
hot-100,1958-09-22,30,Firefly,Tony Bennett
hot-100,1958-09-22,31,You Cheated,The Shields
hot-100,1958-09-22,32,Put A Ring On My Finger,Les Paul And Mary Ford
hot-100,1958-09-22,33,Fever,Peggy Lee
hot-100,1958-09-22,34,Chantilly Lace,Big Bopper
hot-100,1958-09-22,35,"Promise Me, Love",Andy Williams
hot-100,1958-09-22,36,Somebody Touched Me,Buddy Knox with the Rhythm Orchids
hot-100,1958-09-22,37,Ramrod,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1958-09-22,38,She Was Only Seventeen (He Was One Year More),Marty Robbins
hot-100,1958-09-22,39,Win Your Love For Me,Sam Cooke
hot-100,1958-09-22,40,Dance Everyone Dance,Betty Madigan
hot-100,1958-09-22,41,It's Only Make Believe,Conway Twitty
hot-100,1958-09-22,42,Willie And The Hand Jive,The Johnny Otis Show
hot-100,1958-09-22,43,Topsy II,Cozy Cole
hot-100,1958-09-22,44,The Green Mosquito,The Tune Rockers
hot-100,1958-09-22,45,Treasure Of Your Love,Eileen Rodgers
hot-100,1958-09-22,46,Ten Commandments Of Love,Harvey & The Moonglows
hot-100,1958-09-22,47,The Secret,Gordon MacRae
hot-100,1958-09-22,48,Over And Over,Bobby Day
hot-100,1958-09-22,49,The End,Earl Grant
hot-100,1958-09-22,50,Blue Ribbon Baby,Tommy Sands And The Raiders
hot-100,1958-09-22,51,There Goes My Heart,Joni James
hot-100,1958-09-22,52,Rebel-'rouser,Duane Eddy His Twangy Guitar And The Rebels
hot-100,1958-09-22,53,Come Closer To Me (Acercate Mas),Nat King Cole
hot-100,1958-09-22,54,For My Good Fortune,Pat Boone
hot-100,1958-09-22,55,The Wizard,Jimmie Rodgers
hot-100,1958-09-22,56,Fibbin',Patti Page
hot-100,1958-09-22,57,Itchy Twitchy Feeling,Bobby Hendricks
hot-100,1958-09-22,58,One Summer Night,The Danleers
hot-100,1958-09-22,59,Chariot Rock,The Champs
hot-100,1958-09-22,60,The Day The Rains Came,Jane Morgan
hot-100,1958-09-22,61,La Paloma,Billy Vaughn And His Orchestra
hot-100,1958-09-22,62,La-Do-Dada,Dale Hawkins
hot-100,1958-09-22,63,Baby Face,Little Richard
hot-100,1958-09-22,64,When,Kalin Twins
hot-100,1958-09-22,65,Mexican Hat Rock,The Applejacks
hot-100,1958-09-22,66,A Certain Smile,Johnny Mathis
hot-100,1958-09-22,67,Over The Weekend,The Playboys
hot-100,1958-09-22,68,Moon Talk,Perry Como
hot-100,1958-09-22,69,"Gee, But It's Lonely",Pat Boone
hot-100,1958-09-22,70,Break-Up,Jerry Lee Lewis And His Pumping Piano
hot-100,1958-09-22,71,Topsy I,Cozy Cole
hot-100,1958-09-22,72,Splish Splash,Bobby Darin
hot-100,1958-09-22,73,Early In The Morning,The Rinky-Dinks
hot-100,1958-09-22,74,This Little Girl's Gone Rockin',Ruth Brown
hot-100,1958-09-22,75,Betty Lou Got A New Pair Of Shoes,Bobby Freeman
hot-100,1958-09-22,76,"Nine More Miles (The ""Faster-Faster"" Song)",Georgie Young
hot-100,1958-09-22,77,"Come On, Let's Go",Ritchie Valens
hot-100,1958-09-22,78,Please Don't Do It,Dale Wright And The Wright Guys With the Dons
hot-100,1958-09-22,79,Cerveza,Boots Brown And His Blockbusters
hot-100,1958-09-22,80,My Lucky Love,Doug Franklin With The Bluenotes
hot-100,1958-09-22,81,Hideaway,The Four Esquires
hot-100,1958-09-22,82,If Dreams Came True,Pat Boone
hot-100,1958-09-22,83,Your Cheatin' Heart,George Hamilton IV
hot-100,1958-09-22,84,"Wendy, Wendy",The Four Coins
hot-100,1958-09-22,85,Real Wild Child,Ivan
hot-100,1958-09-22,86,You Cheated,The Slades
hot-100,1958-09-22,87,Blue Blue Day,Don Gibson
hot-100,1958-09-22,88,"To Know Him, Is To Love Him",The Teddy Bears
hot-100,1958-09-22,89,Big Brown Eyes,The Redjacks
hot-100,1958-09-22,90,Fire Of Love,Jody Reynolds
hot-100,1958-09-22,91,I Wish,The Platters
hot-100,1958-09-22,92,Young School Girl,Fats Domino
hot-100,1958-09-22,93,Nothin' Shakin',Eddie Fontaine
hot-100,1958-09-22,94,Hard Headed Woman,Elvis Presley With The Jordanaires
hot-100,1958-09-22,95,By The Light Of The Silvery Moon,Jimmy Bowen with the Rhythm Orchids
hot-100,1958-09-22,96,We Have Love,Jackie Wilson
hot-100,1958-09-22,97,You Got That Touch,Sonny James
hot-100,1958-09-22,98,Many A Time,Steve Lawrence
hot-100,1958-09-22,99,When Will I Know,George Hamilton IV
hot-100,1958-09-22,100,Itchy Twitchy Feeling,The Swallows
hot-100,1958-09-29,1,It's All In The Game,Tommy Edwards
hot-100,1958-09-29,2,Nel Blu Dipinto Di Blu (Volare),Domenico Modugno
hot-100,1958-09-29,3,Bird Dog,The Everly Brothers
hot-100,1958-09-29,4,Rock-in Robin,Bobby Day
hot-100,1958-09-29,5,Little Star,The Elegants
hot-100,1958-09-29,6,Tears On My Pillow,Little Anthony And The Imperials
